공고번호,공고명,수요기관,일시,차수,교과서 키워드,콘텐츠 키워드,플랫폼 키워드,이러닝 키워드,AI 키워드
20210229047,군자디지털과학고등학교 2021년도 경기도기능경기대회 경기장 구성 입찰공고,경기도교육청 군자디지털과학고등학교,2021-02-19 12:48:00,00,False,False,False,False,False
20210228977,군자디지털과학고등학교 2021년도 경기도기능경기대회 경기장 구성 입찰 공고,경기도교육청 군자디지털과학고등학교,2021-02-19 12:41:00,01,False,False,False,False,False
20210211787,한국디지털미디어고등학교 청소용역 업체선정 입찰공고,경기도교육청 한국디지털미디어고등학교,2021-02-08 16:37:00,00,False,False,False,False,False
20210211384,2021 디지털 신기술 산업 미래인재 인재양성 연구,한국기술교육대학교 직업능력심사평가원,2021-02-08 15:45:00,00,False,False,False,False,False
20210210508,포스트코로나 대비 장애학생을 위한 디지털교과서 개발 방안 연구,교육부 국립특수교육원 총무과,2021-02-08 10:15:00,00,True,False,False,False,False
20210204860,부산디지털고등학교 운반위탁급식 납품업체 선정 입찰,부산광역시교육청 부산디지털고등학교,2021-02-03 12:20:00,01,False,False,False,False,False
20210111222,제천디지털전자고 2021학년도 통학버스 임차용역,충청북도교육청 제천디지털전자고등학교,2021-01-28 10:42:00,00,False,False,False,False,False
20201232777,부산디지털대학교 클라우드 이전 사업,교육인적자원부 부산디지털대학교,2020-12-21 13:39:00,00,False,False,False,False,False
20201225598,군자디지털과학고 체육관 및 급식소 증축공사 (상주)감리용역 제한경쟁 입찰공고,경기도교육청 경기도시흥교육지원청,2020-12-15 20:41:00,00,False,False,False,False,False
20201206033,2021년 디지털교육 글로벌 동향 조사·발간,한국교육학술정보원,2020-12-03 19:40:00,00,False,False,False,False,False
20201118491,디지털교과서 활용 안내 및 수업사례 동영상 개발,한국교육학술정보원,2020-11-16 16:43:00,00,True,False,False,False,False
20201103362,학교협동조합 디지털 아카이브 구축 용역(1차년),국가평생교육진흥원,2020-11-03 16:58:00,00,False,False,False,False,False
20201017644,2021년 디지털교과서 뷰어 유지관리,한국교육학술정보원,2020-10-27 13:58:00,00,True,False,False,False,False
20201027914,2021년도 디지털교육연구센터 통합 CDN 서비스 운영 사업,한국교육개발원,2020-10-27 13:16:00,00,False,False,False,False,False
20201017810,학교협동조합 디지털 아카이브 구축 용역(1차년),국가평생교육진흥원,2020-10-19 16:51:00,00,False,False,False,False,False
20200905809,디지털 신기술 인재양성 미래전략 연구,한국기술교육대학교 직업능력심사평가원,2020-09-07 12:39:00,00,False,False,False,False,False
20200827339,디지털 신기술 인재양성 미래전략 연구,한국기술교육대학교 직업능력심사평가원,2020-08-31 11:28:00,00,False,False,False,False,False
20200825670,KEDI 정보자료 디지털화 및 시스템 구축 사업,한국교육개발원,2020-08-28 13:42:00,00,False,False,False,False,False
20200810952,흡연예방·금연실천 및 디지털성폭력예방 공모전 위탁운영 용역,부산광역시교육청,2020-08-12 17:51:00,00,False,False,False,False,False
20200804336,KEDI 정보자료 디지털화 및 시스템 구축 사업,한국교육개발원,2020-08-06 16:29:00,00,False,False,False,False,False
20200730208,흡연예방·금연실천 및 디지털성폭력예방 공모전 위탁운영 용역,부산광역시교육청,2020-07-28 19:13:00,00,False,False,False,False,False
20200720752,2020년 디지털교과서 연구선도학교 학생 및 교원 역량 변화 조사 분석,한국교육학술정보원,2020-07-20 15:38:00,00,True,False,False,False,False
20200714494,2020년 국정 디지털교과서 수정보완 사업 계약,교육부,2020-07-15 16:03:00,00,True,False,False,False,False
20200715343,디지털 신기술 분야 훈련 운영체계 및 모델 연구,한국기술교육대학교,2020-07-15 07:44:00,00,False,False,False,False,False
20200709338,2020년 중요기록물 디지털화 사업 용역,인천광역시교육청,2020-07-09 15:37:00,00,False,False,False,False,False
20200708927,2020년 중요기록물 디지털화 사업 용역 수의계약 안내 공고,경상남도교육청 경상남도하동교육지원청,2020-07-08 18:28:00,00,False,False,False,False,False
20200638539,군자디지털과학고 교사2동 내진보강(구조) 설계용역 소액수의 견적제출 안내공고,경기도교육청 경기도시흥교육지원청,2020-06-28 20:58:00,00,False,False,False,False,False
20200636807,군자디지털과학고 교사2동 내진보강(구조) 설계용역 소액수의 견적제출 안내공고,경기도교육청 경기도시흥교육지원청,2020-06-26 15:50:00,01,False,False,False,False,False
20200620788,2020년 국정 디지털교과서 수정보완 사업 계약,교육부,2020-06-15 17:25:00,00,True,False,False,False,False
20200614539,2020년 중요기록물 디지털화 사업 용역,인천광역시교육청,2020-06-10 13:29:00,00,False,False,False,False,False
20200612905,2020년 중요기록물 디지털화 사업 용역 수의계약 안내 공고,경상남도교육청 경상남도양산교육지원청,2020-06-10 11:02:00,00,False,False,False,False,False
20200605981,2020학년도 부산디지털고등학교 2학년 수학여행 용역 입찰공고,부산광역시교육청 부산디지털고등학교,2020-06-04 12:04:00,01,False,False,False,False,False
20200534133,중학교 사회·과학 디지털교과서 연계 교과융합형·심화형 실감형콘텐츠 개발,한국교육학술정보원,2020-06-01 16:01:00,00,True,True,False,False,False
20200533118,2020년 교육부 디지털 정책홍보 활성화 사업 계약,교육부,2020-05-26 17:56:00,00,False,False,False,False,False
20200526444,"군자디지털과학고 교사동(1,3,4동) 내진성능평가 용역",경기도교육청 경기도시흥교육지원청,2020-05-21 14:27:00,00,False,False,False,False,False
20200519514,2020년 방송중·고 디지털 학습 콘텐츠 개발 및 유지관리 사업,한국교육개발원,2020-05-18 17:10:00,00,False,True,False,False,False
20200516075,2020년 중요기록물 디지털화 사업 용역,인천광역시교육청,2020-05-14 17:01:00,00,False,False,False,False,False
